Entity,Code,Day,p_proj_all_ages
Croatia,HRV,2020-02-09,-7.031865
Croatia,HRV,2020-02-16,-2.4237525
Croatia,HRV,2020-02-23,-4.557496
Croatia,HRV,2020-03-01,-6.8515625
Croatia,HRV,2020-03-08,-4.6156607
Croatia,HRV,2020-03-15,1.036509
Croatia,HRV,2020-03-22,4.899796
Croatia,HRV,2020-03-29,10.378751
Croatia,HRV,2020-04-05,-1.297186
Croatia,HRV,2020-04-12,2.6982648
Croatia,HRV,2020-04-19,3.8547294
Croatia,HRV,2020-04-26,-12.526453
Croatia,HRV,2020-05-03,-4.16447
Croatia,HRV,2020-05-10,-5.0803556
Croatia,HRV,2020-05-17,-1.3150718
Croatia,HRV,2020-05-24,-2.1750867
Croatia,HRV,2020-05-31,-6.5976453
Croatia,HRV,2020-06-07,4.6849756
Croatia,HRV,2020-06-14,6.4477534
Croatia,HRV,2020-06-21,-1.2770683
Croatia,HRV,2020-06-28,3.9820528
Croatia,HRV,2020-07-05,4.2450294
Croatia,HRV,2020-07-12,-1.00183
Croatia,HRV,2020-07-19,-4.9352293
Croatia,HRV,2020-07-26,0.8177233
Croatia,HRV,2020-08-02,12.623632
Croatia,HRV,2020-08-09,2.082221
Croatia,HRV,2020-08-16,1.0806707
Croatia,HRV,2020-08-23,4.2917027
Croatia,HRV,2020-08-30,8.736992
Croatia,HRV,2020-09-06,7.592744
Croatia,HRV,2020-09-13,13.882249
Croatia,HRV,2020-09-20,7.2253394
Croatia,HRV,2020-09-27,4.232057
Croatia,HRV,2020-10-04,13.285824
Croatia,HRV,2020-10-11,1.8158903
Croatia,HRV,2020-10-18,18.524925
Croatia,HRV,2020-10-25,21.380486
Croatia,HRV,2020-11-01,22.756716
Croatia,HRV,2020-11-08,34.83499
Croatia,HRV,2020-11-15,41.7856
Croatia,HRV,2020-11-22,59.23431
Croatia,HRV,2020-11-29,55.604485
Croatia,HRV,2020-12-06,72.942955
Croatia,HRV,2020-12-13,71.85519
Croatia,HRV,2020-12-20,73.79029
Croatia,HRV,2020-12-27,55.030888
Croatia,HRV,2021-01-03,40.73595
Croatia,HRV,2021-01-10,13.418671
Croatia,HRV,2021-01-17,10.135735
Croatia,HRV,2021-01-24,6.6851707
Croatia,HRV,2021-01-31,2.9936125
Croatia,HRV,2021-02-07,2.665179
Croatia,HRV,2021-02-14,2.3761175
Croatia,HRV,2021-02-21,0.44100663
Croatia,HRV,2021-02-28,0.6526313
Croatia,HRV,2021-03-07,-5.518316
Croatia,HRV,2021-03-14,-2.1907077
Croatia,HRV,2021-03-21,-4.032336
Croatia,HRV,2021-03-28,9.856161
Croatia,HRV,2021-04-04,21.545319
Croatia,HRV,2021-04-11,25.012278
Croatia,HRV,2021-04-18,32.99576
Croatia,HRV,2021-04-25,40.15192
Croatia,HRV,2021-05-02,35.99919
Croatia,HRV,2021-05-09,32.02337
Croatia,HRV,2021-05-16,36.180855
Croatia,HRV,2021-05-23,20.68777
Croatia,HRV,2021-05-30,13.946137
Croatia,HRV,2021-06-06,26.984123
Croatia,HRV,2021-06-13,14.487249
Croatia,HRV,2021-06-20,12.523281
Croatia,HRV,2021-06-27,24.790152
Croatia,HRV,2021-07-04,10.344828
Croatia,HRV,2021-07-11,8.391987
Croatia,HRV,2021-07-18,6.805602
Croatia,HRV,2021-07-25,-2.2759116
Croatia,HRV,2021-08-01,10.624547
Croatia,HRV,2021-08-08,1.6822042
Croatia,HRV,2021-08-15,13.717052
Croatia,HRV,2021-08-22,9.22891
Croatia,HRV,2021-08-29,9.462393
Croatia,HRV,2021-09-05,17.375124
Croatia,HRV,2021-09-12,26.412678
Croatia,HRV,2021-09-19,26.965908
Croatia,HRV,2021-09-26,19.361633
Croatia,HRV,2021-10-03,20.514774
Croatia,HRV,2021-10-10,17.13643
Croatia,HRV,2021-10-17,19.382467
Croatia,HRV,2021-10-24,32.614143
Croatia,HRV,2021-10-31,42.42652
Croatia,HRV,2021-11-07,49.994648
Croatia,HRV,2021-11-14,61.899734
Croatia,HRV,2021-11-21,64.34043
Croatia,HRV,2021-11-28,85.32486
Croatia,HRV,2021-12-05,72.705185
Croatia,HRV,2021-12-12,59.22725
Croatia,HRV,2021-12-19,51.125084
Croatia,HRV,2021-12-26,46.75032
Croatia,HRV,2022-01-02,37.47331
Croatia,HRV,2022-01-09,20.33089
Croatia,HRV,2022-01-16,15.026165
Croatia,HRV,2022-01-23,19.211823
Croatia,HRV,2022-01-30,29.21254
Croatia,HRV,2022-02-06,38.558365
Croatia,HRV,2022-02-13,25.777779
Croatia,HRV,2022-02-20,28.623188
Croatia,HRV,2022-02-27,14.082156
Croatia,HRV,2022-03-06,12.014788
Croatia,HRV,2022-03-13,3.3851783
Croatia,HRV,2022-03-20,11.279328
Croatia,HRV,2022-03-27,5.5598707
Croatia,HRV,2022-04-03,9.337587
Croatia,HRV,2022-04-10,6.2104416
Croatia,HRV,2022-04-17,12.846141
Croatia,HRV,2022-04-24,11.901685
Croatia,HRV,2022-05-01,1.5129818
Croatia,HRV,2022-05-08,9.696059
Croatia,HRV,2022-05-15,11.171961
Croatia,HRV,2022-05-22,-4.5253863
Croatia,HRV,2022-05-29,-1.5384616
Croatia,HRV,2022-06-05,3.602597
Croatia,HRV,2022-06-12,3.4558153
Croatia,HRV,2022-06-19,-3.9310927
Croatia,HRV,2022-06-26,11.010827
Croatia,HRV,2022-07-03,15.340776
Croatia,HRV,2022-07-10,13.487557
Croatia,HRV,2022-07-17,3.2596793
Croatia,HRV,2022-07-24,20.869566
Croatia,HRV,2022-07-31,16.281513
Croatia,HRV,2022-08-07,16.605484
Croatia,HRV,2022-08-14,7.220292
Croatia,HRV,2022-08-21,6.4301553
Croatia,HRV,2022-08-28,18.527042
Croatia,HRV,2022-09-04,8.547399
Croatia,HRV,2022-09-11,14.191728
Croatia,HRV,2022-09-18,4.7453704
Croatia,HRV,2022-09-25,1.9883811
Croatia,HRV,2022-10-02,18.487581
Croatia,HRV,2022-10-09,10.799136
Croatia,HRV,2022-10-16,6.115494
Croatia,HRV,2022-10-23,7.5115337
Croatia,HRV,2022-10-30,7.2900863
Croatia,HRV,2022-11-06,4.7865486
Croatia,HRV,2022-11-13,8.145467
Croatia,HRV,2022-11-20,3.1930654
Croatia,HRV,2022-11-27,12.8121605
Croatia,HRV,2022-12-04,10.046831
Croatia,HRV,2022-12-11,11.634573
Croatia,HRV,2022-12-18,11.517913
Croatia,HRV,2022-12-25,22.902271
Croatia,HRV,2023-01-01,19.416937
Croatia,HRV,2023-01-08,8.87097
Croatia,HRV,2023-01-15,-5.0320635
Croatia,HRV,2023-01-22,-6.936416
Croatia,HRV,2023-01-29,-6.6957583
Croatia,HRV,2023-02-05,-2.151288
Croatia,HRV,2023-02-12,-3.5778174
Croatia,HRV,2023-02-19,1.6408386
Croatia,HRV,2023-02-26,1.0430201
Croatia,HRV,2023-03-05,-8.83721
Croatia,HRV,2023-03-12,-11.510129
Croatia,HRV,2023-03-19,-10.363883
Croatia,HRV,2023-03-26,-4.678018
Croatia,HRV,2023-04-02,-6.8716116
Croatia,HRV,2023-04-09,-3.0073702
Croatia,HRV,2023-04-16,2.5587275
Croatia,HRV,2023-04-23,6.8868155
Croatia,HRV,2023-04-30,-2.491764
Croatia,HRV,2023-05-07,2.868231
Croatia,HRV,2023-05-14,-1.6556292
Croatia,HRV,2023-05-21,0.5561735
Croatia,HRV,2023-05-28,2.7685492
Croatia,HRV,2023-06-04,2.0523243
Croatia,HRV,2023-06-11,-1.8073643
Croatia,HRV,2023-06-18,-8.635653
Croatia,HRV,2023-06-25,10.302476
Croatia,HRV,2023-07-02,2.711394
Croatia,HRV,2023-07-09,-4.442492
Croatia,HRV,2023-07-16,2.513226
Croatia,HRV,2023-07-23,7.2289157
Croatia,HRV,2023-07-30,-3.1746032
Croatia,HRV,2023-08-06,1.7188846
Croatia,HRV,2023-08-13,-10.530918
Croatia,HRV,2023-08-20,11.284916
Croatia,HRV,2023-08-27,12.296984
Croatia,HRV,2023-09-03,3.4601297
Croatia,HRV,2023-09-10,9.215824
Croatia,HRV,2023-09-17,-0.11668611
Croatia,HRV,2023-09-24,3.918035
Croatia,HRV,2023-10-01,0.57598716
Croatia,HRV,2023-10-08,2.9379761
Croatia,HRV,2023-10-15,-0.9231404
Croatia,HRV,2023-10-22,5.6883607
Croatia,HRV,2023-10-29,5.3782263
Croatia,HRV,2023-11-05,1.0210758
Croatia,HRV,2023-11-12,-4.6496706
Croatia,HRV,2023-11-19,3.9625068
Croatia,HRV,2023-11-26,6.0175056
Croatia,HRV,2023-12-03,11.945103
Croatia,HRV,2023-12-10,18.217451
Croatia,HRV,2023-12-17,12.096456
Croatia,HRV,2023-12-24,21.669981
Croatia,HRV,2023-12-31,9.2927065
Cuba,CUB,2020-01-31,-0.38460183
Cuba,CUB,2020-02-29,0.25134608
Cuba,CUB,2020-03-31,8.141355
Cuba,CUB,2020-04-30,6.146965
Cuba,CUB,2020-05-31,-5.130963
Cuba,CUB,2020-06-30,-5.0191154
Cuba,CUB,2020-07-31,-5.9516735
Cuba,CUB,2020-08-31,-1.0489568
Cuba,CUB,2020-09-30,-6.736963
Cuba,CUB,2020-10-31,-2.1370125
Cuba,CUB,2020-11-30,2.0595355
Cuba,CUB,2020-12-31,14.847466
Cuba,CUB,2021-01-31,17.659779
Cuba,CUB,2021-02-28,14.633492
Cuba,CUB,2021-03-31,11.898655
Cuba,CUB,2021-04-30,14.771584
Cuba,CUB,2021-05-31,14.377135
Cuba,CUB,2021-06-30,13.257348
Cuba,CUB,2021-07-31,82.8704
Cuba,CUB,2021-08-31,194.99594
Cuba,CUB,2021-09-30,150.11183
Cuba,CUB,2021-10-31,32.575554
Cuba,CUB,2021-11-30,5.5523334
Cuba,CUB,2021-12-31,2.917106
Cuba,CUB,2022-01-31,16.716417
Cuba,CUB,2022-02-28,9.050307
Cuba,CUB,2022-03-31,-5.500198
Cuba,CUB,2022-04-30,-1.4148734
Cuba,CUB,2022-05-31,-7.386988
Cuba,CUB,2022-06-30,-1.9105854
Cuba,CUB,2022-07-31,7.9032707
Cuba,CUB,2022-08-31,6.8530073
Cuba,CUB,2022-09-30,1.654798
Cuba,CUB,2022-10-31,1.1024109
Cuba,CUB,2022-11-30,-3.1642547
Cuba,CUB,2022-12-31,5.291101
Cuba,CUB,2023-01-31,1.1095977
Cuba,CUB,2023-02-28,-11.457053
Cuba,CUB,2023-03-31,-4.396621
Cuba,CUB,2023-04-30,-5.681985
Cuba,CUB,2023-05-31,-1.5674586
Cuba,CUB,2023-06-30,4.4894633
Cuba,CUB,2023-07-31,1.2930214
Cuba,CUB,2023-08-31,-2.3440561
Cuba,CUB,2023-09-30,-5.7359123
Cuba,CUB,2023-10-31,-1.8993123
Cuba,CUB,2023-11-30,-3.735924
Cuba,CUB,2023-12-31,9.684935
Cyprus,CYP,2020-01-05,11.029954
Cyprus,CYP,2020-01-12,5.439897
Cyprus,CYP,2020-01-19,11.653871
Cyprus,CYP,2020-01-26,3.3574762
Cyprus,CYP,2020-02-02,8.567696
Cyprus,CYP,2020-02-09,-8.979839
Cyprus,CYP,2020-02-16,-20.888275
Cyprus,CYP,2020-02-23,6.227106
Cyprus,CYP,2020-03-01,0.77519816
Cyprus,CYP,2020-03-08,-9.2296
Cyprus,CYP,2020-03-15,0.38610038
Cyprus,CYP,2020-03-22,7.8355365
Cyprus,CYP,2020-03-29,16.70865
Cyprus,CYP,2020-04-05,4.8451138
Cyprus,CYP,2020-04-12,-6.4869394
Cyprus,CYP,2020-04-19,1.4131312
Cyprus,CYP,2020-04-26,-5.5690084
Cyprus,CYP,2020-05-03,-0.2473232
Cyprus,CYP,2020-05-10,1.7415229
Cyprus,CYP,2020-05-17,35.082603
Cyprus,CYP,2020-05-24,62.995594
Cyprus,CYP,2020-05-31,0.27855438
Cyprus,CYP,2020-06-07,23.629108
Cyprus,CYP,2020-06-14,-4.86039
Cyprus,CYP,2020-06-21,-11.013216
Cyprus,CYP,2020-06-28,-0.4651163
Cyprus,CYP,2020-07-05,7.6487236
Cyprus,CYP,2020-07-12,-8.4096575
Cyprus,CYP,2020-07-19,1.0486163
Cyprus,CYP,2020-07-26,9.952606
Cyprus,CYP,2020-08-02,7.438015
Cyprus,CYP,2020-08-09,-19.540228
Cyprus,CYP,2020-08-16,2.956169
Cyprus,CYP,2020-08-23,1.2183721
Cyprus,CYP,2020-08-30,-2.912624
Cyprus,CYP,2020-09-06,-7.8564487
Cyprus,CYP,2020-09-13,12.309072
Cyprus,CYP,2020-09-20,-1.0773736
Cyprus,CYP,2020-09-27,-0.866219
Cyprus,CYP,2020-10-04,8.75842
Cyprus,CYP,2020-10-11,1.0387143
Cyprus,CYP,2020-10-18,1.614432
Cyprus,CYP,2020-10-25,10.144928
Cyprus,CYP,2020-11-01,0.44444445
Cyprus,CYP,2020-11-08,10.065848
Cyprus,CYP,2020-11-15,5.8726206
Cyprus,CYP,2020-11-22,3.008207
Cyprus,CYP,2020-11-29,11.472741
Cyprus,CYP,2020-12-06,15.479117
Cyprus,CYP,2020-12-13,30.108421
Cyprus,CYP,2020-12-20,13.951795
Cyprus,CYP,2020-12-27,10.334113
Cyprus,CYP,2021-01-03,31.313135
Cyprus,CYP,2021-01-10,22.390215
Cyprus,CYP,2021-01-17,-14.512919
Cyprus,CYP,2021-01-24,-2.9593964
Cyprus,CYP,2021-01-31,7.8622527
Cyprus,CYP,2021-02-07,2.001295
Cyprus,CYP,2021-02-14,-27.579962
Cyprus,CYP,2021-02-21,-2.806301
Cyprus,CYP,2021-02-28,-3.9711192
Cyprus,CYP,2021-03-07,-13.134117
Cyprus,CYP,2021-03-14,-7.5882835
Cyprus,CYP,2021-03-21,4.1825094
Cyprus,CYP,2021-03-28,-2.2154272
Cyprus,CYP,2021-04-04,13.95541
Cyprus,CYP,2021-04-11,18.842844
Cyprus,CYP,2021-04-18,37.53107
Cyprus,CYP,2021-04-25,21.831558
Cyprus,CYP,2021-05-02,16.75933
Cyprus,CYP,2021-05-09,25.709648
Cyprus,CYP,2021-05-16,1.7101724
Cyprus,CYP,2021-05-23,-4.671117
Cyprus,CYP,2021-05-30,4.7619047
Cyprus,CYP,2021-06-06,8.47767
Cyprus,CYP,2021-06-13,7.5268784
Cyprus,CYP,2021-06-20,15.501523
Cyprus,CYP,2021-06-27,-3.030303
Cyprus,CYP,2021-07-04,27.853882
Cyprus,CYP,2021-07-11,23.262278
Cyprus,CYP,2021-07-18,16.298119
Cyprus,CYP,2021-07-25,41.253506
Cyprus,CYP,2021-08-01,51.627907
Cyprus,CYP,2021-08-08,57.799816
Cyprus,CYP,2021-08-15,47.697655
Cyprus,CYP,2021-08-22,34.865135
Cyprus,CYP,2021-08-29,37.994484
Cyprus,CYP,2021-09-05,26.626188
Cyprus,CYP,2021-09-12,20.8373
Cyprus,CYP,2021-09-19,17.387465
Cyprus,CYP,2021-09-26,15.273777
Cyprus,CYP,2021-10-03,20.868742
Cyprus,CYP,2021-10-10,13.3144455
Cyprus,CYP,2021-10-17,21.40871
Cyprus,CYP,2021-10-24,13.6999035
Cyprus,CYP,2021-10-31,8.056872
Cyprus,CYP,2021-11-07,-9.170305
Cyprus,CYP,2021-11-14,26.500458
Cyprus,CYP,2021-11-21,33.441822
Cyprus,CYP,2021-11-28,24.44047
Cyprus,CYP,2021-12-05,24.099277
Cyprus,CYP,2021-12-12,16.841259
Cyprus,CYP,2021-12-19,37.817883
Cyprus,CYP,2021-12-26,10.871135
Cyprus,CYP,2022-01-02,41.54553
Cyprus,CYP,2022-01-09,36.976585
Cyprus,CYP,2022-01-16,13.145851
Cyprus,CYP,2022-01-23,42.56619
Cyprus,CYP,2022-01-30,13.534322
Cyprus,CYP,2022-02-06,26.832382
Cyprus,CYP,2022-02-13,10.316043
Cyprus,CYP,2022-02-20,17.488178
Cyprus,CYP,2022-02-27,23.843416
Cyprus,CYP,2022-03-06,0.06854428
Cyprus,CYP,2022-03-13,8.808286
Cyprus,CYP,2022-03-20,21.348314
Cyprus,CYP,2022-03-27,40.707306
Cyprus,CYP,2022-04-03,61.657192
Cyprus,CYP,2022-04-10,37.798313
Cyprus,CYP,2022-04-17,23.064388
Cyprus,CYP,2022-04-24,-3.459375
Cyprus,CYP,2022-05-01,9.460515
Cyprus,CYP,2022-05-08,-5.0279355
Cyprus,CYP,2022-05-15,1.6799307
Cyprus,CYP,2022-05-22,15.996257
Cyprus,CYP,2022-05-29,0.42553192
Cyprus,CYP,2022-06-05,-6.893462
Cyprus,CYP,2022-06-12,0.671138
Cyprus,CYP,2022-06-19,18.172794
Cyprus,CYP,2022-06-26,-11.489362
Cyprus,CYP,2022-07-03,0.44843048
Cyprus,CYP,2022-07-10,3.7306628
Cyprus,CYP,2022-07-17,23.287672
Cyprus,CYP,2022-07-24,-0.82644767
Cyprus,CYP,2022-07-31,35.159817
Cyprus,CYP,2022-08-07,0.9743122
Cyprus,CYP,2022-08-14,16.994024
Cyprus,CYP,2022-08-21,-2.0568056
Cyprus,CYP,2022-08-28,-4.2457066
Cyprus,CYP,2022-09-04,0.5967578
Cyprus,CYP,2022-09-11,-1.9607829
Cyprus,CYP,2022-09-18,0.60710925
Cyprus,CYP,2022-09-25,-5.749292
Cyprus,CYP,2022-10-02,6.5801654
Cyprus,CYP,2022-10-09,26.042631
Cyprus,CYP,2022-10-16,-10.828027
Cyprus,CYP,2022-10-23,-4.849042
Cyprus,CYP,2022-10-30,19.069767
Cyprus,CYP,2022-11-06,18.454935
Cyprus,CYP,2022-11-13,13.327286
Cyprus,CYP,2022-11-20,20.096075
Cyprus,CYP,2022-11-27,6.4204073
Cyprus,CYP,2022-12-04,17.415287
Cyprus,CYP,2022-12-11,7.850913
Cyprus,CYP,2022-12-18,12.994349
Cyprus,CYP,2022-12-25,2.9098697
Cyprus,CYP,2023-01-01,26.601358
Cyprus,CYP,2023-01-08,12.666205
Cyprus,CYP,2023-01-15,6.52034
Cyprus,CYP,2023-01-22,-1.5405245
Cyprus,CYP,2023-01-29,0.06333509
Cyprus,CYP,2023-02-05,-6.23033
Cyprus,CYP,2023-02-12,-0.41249084
Cyprus,CYP,2023-02-19,5.2631536
Cyprus,CYP,2023-02-26,31.22807
Cyprus,CYP,2023-03-05,21.70386
Cyprus,CYP,2023-03-12,7.9503965
Cyprus,CYP,2023-03-19,1.8450185
Cyprus,CYP,2023-03-26,-4.3736057
Cyprus,CYP,2023-04-02,-10.4716215
Cyprus,CYP,2023-04-09,-6.747532
Cyprus,CYP,2023-04-16,-6.174817
Cyprus,CYP,2023-04-23,-6.571657
Cyprus,CYP,2023-04-30,3.1562788
Cyprus,CYP,2023-05-07,-7.3055797
Cyprus,CYP,2023-05-14,-1.8244991
Cyprus,CYP,2023-05-21,4.683194
Cyprus,CYP,2023-05-28,-3.7656903
Cyprus,CYP,2023-06-04,-8.53122
Cyprus,CYP,2023-06-11,19.473186
Cyprus,CYP,2023-06-18,10.029215
Cyprus,CYP,2023-06-25,-3.7656903
Cyprus,CYP,2023-07-02,0.44052863
Cyprus,CYP,2023-07-09,0.08936414
Cyprus,CYP,2023-07-16,-0.07930093
Cyprus,CYP,2023-07-23,26.239855
Cyprus,CYP,2023-07-30,28.251122
Cyprus,CYP,2023-08-06,-9.486511
Cyprus,CYP,2023-08-13,-0.9235923
Cyprus,CYP,2023-08-20,12.3919325
Cyprus,CYP,2023-08-27,-2.3957384
Cyprus,CYP,2023-09-03,-3.6043613
Cyprus,CYP,2023-09-10,-1.008248
Cyprus,CYP,2023-09-17,-10.485936
Cyprus,CYP,2023-09-24,21.18409
Cyprus,CYP,2023-10-01,-1.7288457
Cyprus,CYP,2023-10-08,12.8298435
Cyprus,CYP,2023-10-15,1.8766742
Cyprus,CYP,2023-10-22,11.410599
Cyprus,CYP,2023-10-29,6.849315
Cyprus,CYP,2023-11-05,-5.485232
Cyprus,CYP,2023-11-12,9.528047
Cyprus,CYP,2023-11-19,-9.377463
Cyprus,CYP,2023-11-26,2.8522067
Cyprus,CYP,2023-12-03,1.6291747
Cyprus,CYP,2023-12-10,-1.639349
Cyprus,CYP,2023-12-17,7.2279572
Cyprus,CYP,2023-12-24,-9.0272875
Cyprus,CYP,2023-12-31,15.07053
Czechia,CZE,2020-01-05,-4.2853565
Czechia,CZE,2020-01-12,-2.532066
Czechia,CZE,2020-01-19,-7.7226763
Czechia,CZE,2020-01-26,-3.787567
Czechia,CZE,2020-02-02,-3.4471452
Czechia,CZE,2020-02-09,-6.1453834
Czechia,CZE,2020-02-16,-5.9328055
Czechia,CZE,2020-02-23,-7.618525
Czechia,CZE,2020-03-01,-5.9236264
Czechia,CZE,2020-03-08,-6.51235
Czechia,CZE,2020-03-15,-3.3114297
Czechia,CZE,2020-03-22,0.710383
Czechia,CZE,2020-03-29,2.4623048
Czechia,CZE,2020-04-05,5.234505
Czechia,CZE,2020-04-12,3.927383
Czechia,CZE,2020-04-19,0.7682071
Czechia,CZE,2020-04-26,-5.4342775
Czechia,CZE,2020-05-03,1.8742175
Czechia,CZE,2020-05-10,-3.2242494
Czechia,CZE,2020-05-17,0.07903456
Czechia,CZE,2020-05-24,-5.4400325
Czechia,CZE,2020-05-31,-6.8325944
Czechia,CZE,2020-06-07,6.79272
Czechia,CZE,2020-06-14,-0.85991156
Czechia,CZE,2020-06-21,1.5672066
Czechia,CZE,2020-06-28,3.8922155
Czechia,CZE,2020-07-05,4.216036
Czechia,CZE,2020-07-12,-1.5658877
Czechia,CZE,2020-07-19,-2.3372276
Czechia,CZE,2020-07-26,0.7819264
Czechia,CZE,2020-08-02,7.1394157
Czechia,CZE,2020-08-09,5.0130854
Czechia,CZE,2020-08-16,4.202399
Czechia,CZE,2020-08-23,4.948122
Czechia,CZE,2020-08-30,1.6906787
Czechia,CZE,2020-09-06,1.8592538
Czechia,CZE,2020-09-13,4.2935596
Czechia,CZE,2020-09-20,9.327293
Czechia,CZE,2020-09-27,16.060165
Czechia,CZE,2020-10-04,11.023029
Czechia,CZE,2020-10-11,21.224796
Czechia,CZE,2020-10-18,39.25127
Czechia,CZE,2020-10-25,71.84997
Czechia,CZE,2020-11-01,101.35315
Czechia,CZE,2020-11-08,103.78918
Czechia,CZE,2020-11-15,80.84507
Czechia,CZE,2020-11-22,60.630505
Czechia,CZE,2020-11-29,48.59795
Czechia,CZE,2020-12-06,43.425564
Czechia,CZE,2020-12-13,40.898773
Czechia,CZE,2020-12-20,43.096745
Czechia,CZE,2020-12-27,40.300327
Czechia,CZE,2021-01-03,53.5708
Czechia,CZE,2021-01-10,58.76817
Czechia,CZE,2021-01-17,56.317715
Czechia,CZE,2021-01-24,47.0973
Czechia,CZE,2021-01-31,41.167324
Czechia,CZE,2021-02-07,32.94891
Czechia,CZE,2021-02-14,36.4429
Czechia,CZE,2021-02-21,35.837246
Czechia,CZE,2021-02-28,41.946835
Czechia,CZE,2021-03-07,55.343266
Czechia,CZE,2021-03-14,63.209076
Czechia,CZE,2021-03-21,60.60809
Czechia,CZE,2021-03-28,49.388664
Czechia,CZE,2021-04-04,50.22163
Czechia,CZE,2021-04-11,32.81954
Czechia,CZE,2021-04-18,21.42266
Czechia,CZE,2021-04-25,18.276024
Czechia,CZE,2021-05-02,14.202661
Czechia,CZE,2021-05-09,10.583386
Czechia,CZE,2021-05-16,8.039232
Czechia,CZE,2021-05-23,0.6573151
Czechia,CZE,2021-05-30,-4.1397524
Czechia,CZE,2021-06-06,-1.9757519
Czechia,CZE,2021-06-13,-2.3045607
Czechia,CZE,2021-06-20,2.0154872
Czechia,CZE,2021-06-27,-0.14962594
Czechia,CZE,2021-07-04,-6.50084
Czechia,CZE,2021-07-11,-5.1377606
Czechia,CZE,2021-07-18,-0.7334963
Czechia,CZE,2021-07-25,-4.476304
Czechia,CZE,2021-08-01,1.0067114
Czechia,CZE,2021-08-08,-8.639146
Czechia,CZE,2021-08-15,-2.1571672
Czechia,CZE,2021-08-22,-6.15239
Czechia,CZE,2021-08-29,-3.169886
Czechia,CZE,2021-09-05,-0.7152093
Czechia,CZE,2021-09-12,2.9280398
Czechia,CZE,2021-09-19,5.3440437
Czechia,CZE,2021-09-26,2.601719
Czechia,CZE,2021-10-03,-0.0578234
Czechia,CZE,2021-10-10,-2.1678731
Czechia,CZE,2021-10-17,2.3356767
Czechia,CZE,2021-10-24,8.507838
Czechia,CZE,2021-10-31,20.29583
Czechia,CZE,2021-11-07,27.354473
Czechia,CZE,2021-11-14,37.69223
Czechia,CZE,2021-11-21,42.104286
Czechia,CZE,2021-11-28,50.75962
Czechia,CZE,2021-12-05,57.81628
Czechia,CZE,2021-12-12,54.89979
Czechia,CZE,2021-12-19,41.25925
Czechia,CZE,2021-12-26,28.827087
Czechia,CZE,2022-01-02,20.130152
Czechia,CZE,2022-01-09,4.7728505
Czechia,CZE,2022-01-16,5.7624636
Czechia,CZE,2022-01-23,-4.1580315
Czechia,CZE,2022-01-30,-3.4791455
Czechia,CZE,2022-02-06,6.0599985
Czechia,CZE,2022-02-13,5.4498186
Czechia,CZE,2022-02-20,1.7001888
Czechia,CZE,2022-02-27,-2.966219
Czechia,CZE,2022-03-06,-5.2067356
Czechia,CZE,2022-03-13,-3.9197538
Czechia,CZE,2022-03-20,-4.2088213
Czechia,CZE,2022-03-27,4.916345
Czechia,CZE,2022-04-03,10.249744
Czechia,CZE,2022-04-10,8.145622
Czechia,CZE,2022-04-17,5.3160877
Czechia,CZE,2022-04-24,8.127073
Czechia,CZE,2022-05-01,2.681641
Czechia,CZE,2022-05-08,7.5904155
Czechia,CZE,2022-05-15,4.1975026
Czechia,CZE,2022-05-22,-1.0667789
Czechia,CZE,2022-05-29,-8.207392
Czechia,CZE,2022-06-05,-2.9719844
Czechia,CZE,2022-06-12,1.4449893
Czechia,CZE,2022-06-19,-2.7455983
Czechia,CZE,2022-06-26,-2.2928762
Czechia,CZE,2022-07-03,6.3222632
Czechia,CZE,2022-07-10,-8.865201
Czechia,CZE,2022-07-17,-5.0162697
Czechia,CZE,2022-07-24,11.858985
Czechia,CZE,2022-07-31,3.9375303
Czechia,CZE,2022-08-07,4.313981
Czechia,CZE,2022-08-14,3.1514466
Czechia,CZE,2022-08-21,2.4773164
Czechia,CZE,2022-08-28,3.4279225
Czechia,CZE,2022-09-04,-0.23178731
Czechia,CZE,2022-09-11,6.342086
Czechia,CZE,2022-09-18,9.229633
Czechia,CZE,2022-09-25,10.776547
Czechia,CZE,2022-10-02,12.419239
Czechia,CZE,2022-10-09,10.303248
Czechia,CZE,2022-10-16,7.075712
Czechia,CZE,2022-10-23,7.177832
Czechia,CZE,2022-10-30,5.965502
Czechia,CZE,2022-11-06,1.1140859
Czechia,CZE,2022-11-13,4.8337317
Czechia,CZE,2022-11-20,1.9226315
Czechia,CZE,2022-11-27,3.652604
Czechia,CZE,2022-12-04,11.702369
Czechia,CZE,2022-12-11,10.78132
Czechia,CZE,2022-12-18,21.308537
Czechia,CZE,2022-12-25,29.41894
Czechia,CZE,2023-01-01,33.6179
Czechia,CZE,2023-01-08,19.099112
Czechia,CZE,2023-01-15,7.4502654
Czechia,CZE,2023-01-22,0.26267934
Czechia,CZE,2023-01-29,-7.068008
Czechia,CZE,2023-02-05,-6.587455
Czechia,CZE,2023-02-12,-10.654803
Czechia,CZE,2023-02-19,-10.311472
Czechia,CZE,2023-02-26,-11.84999
Czechia,CZE,2023-03-05,-10.241839
Czechia,CZE,2023-03-12,-7.4304028
Czechia,CZE,2023-03-19,-8.993091
Czechia,CZE,2023-03-26,-4.3933163
Czechia,CZE,2023-04-02,-5.1871305
Czechia,CZE,2023-04-09,-6.688028
Czechia,CZE,2023-04-16,0.14079194
Czechia,CZE,2023-04-23,-0.8598652
Czechia,CZE,2023-04-30,-6.3624334
